Time,Year,PI_Name,Title
150.0,2011,SORIA,"JETS, HOT SPOTS AND COCOON OF THE MOST POWERFUL MICROQUASAR"
150.0,2011,WIJNANDS,CRUST COOLING OF ACCRETION HEATED NEUTRON STARS
60.0,2011,XIANG,"MEASURING EMISSION GEOMETRY, INTERSTELLAR DUST, AND DISTANCE WITH CHANDRA HETGS OBSERVATIONS OF EXO 2030+375"
40.0,2011,REYNOLDS,THE LUMINOSITY OF QUIESCENT STELLAR MASS BLACK HOLES
150.0,2011,XIANG,"A CHANDRA HETGS STUDY OF 4U 1323-619: BINARY WIND PROPERTIES, X-RAY BURST, DISTANCE AND STUDIES OF INTERSTELLAR MEDIUM"
100.0,2011,ROBERTS,CHANDRA OBSERVATIONS OF MORE NEW BLACK WIDOWS AND REDBACKS IN THE GALACTIC FIELD
230.0,2011,COOL,X-RAY CONSTRAINTS ON THE DYNAMICAL HISTORY OF OMEGA CENTAURI
15.0,2011,GRISE,CONSTRAINING THE IRRADIATED DISK AND THE NATURE OF THE COMPANION STAR IN AN ULTRALUMINOUS X-RAY SOURCE
24.0,2011,POTTSCHMIDT,FILLING THE GAP IN UNDERSTANDING THE WIND STRUCTURE OF HDE 226868 / CYG X-1
65.0,2011,HOMAN,THE COOLING NEUTRON STAR IN THE SUPER-EDDINGTON ACCRETOR XTE J1701-462
80.0,2011,HOMAN,THE SHORTEST ORBITAL PERIOD BLACK-HOLE X-RAY BINARY IN QUIESCENCE
100.0,2011,LINARES,HIGH-RESOLUTION X-RAY SPECTROSCOPY OF THE THERMONUCLEAR BURSTER AND 11~HZ PULSAR IGR J17480-2446
60.0,2011,MORRIS,IDENTIFYING NEW QLMXBS IN MILKY WAY GLOBULAR CLUSTER CORES
60.0,2011,GARMIRE,SNAP-SHOT SURVEY OF NEW GALACTIC GAMMA-RAY SOURCES
50.0,2011,KAASTRA,A TIMING AND SPECTRAL IMAGING OBSERVATION OF THE SOFT GAMMA-RAY PULSAR IGR J18490-0000
15.0,2011,CANIZARES,PUPPIS A: THE MICRO-X CALORIMETER FIELD OF VIEW 2012
75.0,2011,BURROWS,CHANDRA CYCLE 13 SPATIAL AND SPECTRAL MONITORING OF SNR 1987A
35.0,2011,PREDEHL,RXJ0720.4-3125: A PRECESSING ISOLATED NEUTRON STAR?
152.0,2011,WEISSKOPF,SPATIALLY-RESOLVED SPECTROSCOPY OF THE IC443 PULSAR WIND NEBULA AND ENVIRONS
690.0,2011,WINKLER,"SN1006: SHOCK PHYSICS, COSMIC-RAY ACCELERATION, AND SN IA EXPLOSIONS"
70.0,2011,TIENGO,MEASURING MAGNETAR DISTANCE FROM THE DUST ECHO OF A BRIGHT BURST
40.0,2011,BERNARDINI,UNVEILING THE NATURE OF CYCLIC BEHAVIOR IN THE PERIOD EVOLUTION OF THE ANOMALOUS X RAY PULSAR XTE J1810-197
92.0,2011,KATSUDA,EXPANSION MEASUREMENTS OF THE SOUTHWESTERN RIM OF RCW86
198.0,2011,HALPERN,MEASURING THE SPIN-DOWN AND DIPOLE MAGNETIC FIELD OF THE CCO PULSAR 1E 1207.4-5209
20.0,2011,HALPERN,THE ENERGETIC NEW MAGNETAR IN HESS J1713-381/CTB 37B
40.0,2011,WEISSKOPF,JOINT CHANDRA AND HST MONITORING OF THE CRAB NEBULA
50.0,2011,WEISSKOPF,PRE-PLANNED TARGET OF OPPORTUNITY OBSERVATIONS OF THE CRAB NEBULA UPON THE OCCURRENCE OF THE NEXT GAMMA-RAY FLARE
40.0,2011,POOLEY,CHANDRA OBSERVATIONS OF NEW X-RAY SUPERNOVAE
220.0,2011,LOPEZ,PROBING THE UNIQUE MORPHOLOGY AND PLASMA CONDITIONS OF W49B WITH CHANDRA
350.0,2011,SLANE,BOWING TO PRESSURE DURING THE REFORMATION: A STUDY OF THE COMPOSITE SNR G327.1-1.1
1785.0,2011,REA,PROMPT STUDY OF MAGNETAR OUTBURSTS WITH CHANDRA
55.0,2011,HUANG,IDENTIFICATION CAMPAIGN OF SUPERNOVA REMNANT CANDIDATES IN THE MILKY WAY
100.0,2011,WANG,GUITAR WITH A BOW: A JET-LIKE X-RAY-EMITTING FEATURE ASSOCIATED A FAST-MOVING PULSAR
100.0,2011,POOLEY,INVESTIGATING THE EMISSION OF EXTRAORDINARILY LUMINOUS AND UNUSUAL SUPERNOVAE
40.0,2011,OWEN,IKT 16: A COMPOSITE SNR DISCOVERED IN THE SMC?
26.0,2011,NG,HUNTING FOR ANTI-MAGNETARS WITH CHANDRA
50.0,2011,PATNAUDE,MULTICYCLE MONITORING OF THE YOUNG GALACTIC SUPERNOVA REMNANT CASSIOPEIA A
60.0,2011,RACUSIN,CONSTRAINING THE ENERGETICS OF FERMI-LAT GRBS WITH CHANDRA
40.0,2011,ACERO,EXPLORING THE FINE MORPHOLOGY OF THE NEWLY DISCOVERED NEBULA SURROUNDING PSR J0855-4644
80.0,2011,CHANDRA,THE X-RAY LUMINOUS TYPE IIN SUPERNOVA 2010JL
72.0,2011,PAVLOV,EVOLUTION OF THE CAS A CCO
20.0,2011,SAKAMOTO,IDENTIFICATION OF THE HOST GALAXY OF SWIFT SHORT GRBS BY THE CHANDRA SUB-ARCSECOND POSITION
124.0,2011,PAVLOV,THE PUZZLING OUTFLOW FROM THE PSR B1259-63/SS 2883 BINARY
90.0,2011,REA,TESTING THE MAGNETAR MODEL WITH THE FIRST LOW MAGNETIC FIELD SOFT GAMMA REPEATER
20.0,2011,SODERBERG,THE ENERGETICS AND ENVIRONMENTS OF TYPE IBC SUPERNOVAE
975.0,2011,KASPI,TINY HICCUPS TO TITANIC EXPLOSIONS: TACKLING TRANSIENTS IN ANOMALOUS X-RAY PULSARS
50.0,2011,PAVAN,CHANDRA OBSERVATIONS OF A PECULIAR NEWLY DISCOVERED DOUBLE-HEAD BOW-SHOCK PULSAR WIND NEBULA
80.0,2011,PATNAUDE,MONITORING THE LATE TIME X-RAY EMISSION FROM THE TYPE IIL SN1979C
40.0,2011,HALPERN,INVESTIGATING THE NATURE OF THE UNUSUAL 59 MS PULSAR 'CALVERA'
60.0,2011,POSSELT,THE PULSAR WIND NEBULA OF PSR B1055-52
45.0,2011,KARGALTSEV,IS HESS J1741-302 TRULY DARK?
40.0,2011,RAY,X-RAY AND RADIO EMISSION FROM TYPE IIP SUPERNOVAE
30.0,2011,PARKINSON,SEARCH FOR X-RAY COUNTERPARTS OF FERMI LAT RADIO-QUIET GAMMA-RAY PULSARS
120.0,2011,FRUCHTER,THE ASTROPHYSICS OF THE MOST ENERGETIC GAMMA-RAY BURSTS
20.0,2011,CHIANG,THE X-RAY EVOLUTION OF SUPERNOVA 2004AM
60.0,2011,LUCA,THE PROPER MOTION OF THE NEARBY RADIO-QUIET GAMMA-RAY PULSAR PSR J0357+3205
35.0,2011,ALLEN,A CASE OF MISTAKEN IDENTITY: DISRUPTED RECYCLED PULSARS OR ORPHANED ANTI-MAGNETARS?
100.0,2011,YAMAGUCHI,SPATIAL STRUCTURE OF OVERIONIZED PLASMA IN PROTOTYPICAL MIXED-MORPHOLOGY SUPERNOVA REMNANT G359.1-0.5
80.0,2011,BUOTE,BARYONS AND DARK MATTER IN ISOLATED ELLIPTICAL GALAXIES
80.0,2011,LI,HOT GASEOUS HALOS AROUND SUPERTHIN GALAXIES: TESTING GALAXY FORMATION MODELS
35.0,2011,SUN,X-RAYING THE SPECTACULAR STAR-FORMING TRAIL BEHIND IC 3418
750.0,2011,KUNTZ,"M51: USING THE KINEMATICS OF A GRAND-DESIGN SPIRAL TO UNDERSTAND THE PHYSICS OF THE HOT ISM, SNRS, AND XRBS"
1000.0,2011,IRWIN,A CHANDRA LEGACY PROJECT TO RESOLVE THE ACCRETION FLOW OF GAS CAPTURED BY A SUPERMASSIVE BLACK HOLE
19.0,2011,KAASTRA,CHANDRA FOLLOW-UP OF BRIGT OFF-NUCLEAR X-RAY SOURCES IN GALAXIES
25.0,2011,MURRAY,BLACK HOLE X-RAY NOVAE IN M31
45.0,2011,RAPPAPORT,COLLIDING GALAXIES ARP 256 AND NGC 5754/52
200.0,2011,GARCIA,M31*: A RESOLVED LOW-LUMINOSITY ACCRETION FLOW AROUND A MURMURING MONSTER
93.0,2011,LEHMER,DIRECT CHANDRA CONSTRAINTS ON THE EVOLUTION OF FIELD LMXB POPULATIONS
60.0,2011,HORNSCHEMEIER,BROAD-BAND (0.5-30 KEV) X-RAY IMAGING OF STARBURST GALAXIES WITH CHANDRA AND NUSTAR
25.0,2011,GARCIA,MONITORING M31 FOR BHXNE
3000.0,2011,BAGANOFF,CHANDRA HETG ULTRA-DEEP GRATINGS SPECTROSCOPY OF SGR A* (CHUGSS)
10.0,2011,MURRAY,MONITORING THE JET AND THE LMXB POPULATION IN CENTAURUS A
416.0,2011,CANIZARES,X-RAYING THE CIRCUMNUCLEAR MATTER IN THE BROAD LINE RADIO GALAXY 3C445
97.5,2011,GARMIRE,"A LARGE, ECONOMICAL SNAPSHOT SURVEY OF THE MOST-LUMINOUS QUASARS FROM THE SLOAN DIGITAL SKY SURVEY"
20.0,2011,MURRAY,PKS2155-152: MEASURING THE MECHANICAL ENERGY OF RADIATIVELY BRIGHT AGN
101.0,2011,GULTEKIN,THE RADIO--X-RAY--BH-MASS PLANE FOR THE SMALLEST SUPERMASSIVE BLACK HOLES
280.0,2011,KAASTRA,KINEMATICS OF THE OUTFLOW IN MRK 509: COMPLETING THE PUZZLE
100.0,2011,MINESHIGE,AN X-RAY MICROLENSING TEST OF THE AU-SCALE CENTRAL STRUCTURE OF THE QUADRUPLE QUASAR 2237+0305
50.0,2011,BIANCHI,AGN TRIGGERING CAUGHT IN THE ACT: A TRIPLET OF NUCLEI IN THE MERGING SYSTEM NGC3341
204.0,2011,MASSARO,EXTENDING THE CHANDRA 3C SNAPSHOT SURVEY: RADIO GALAXIES WITH 0.3
198.0,2011,MUSHOTZKY,CHANDRA SURVEY OF DUAL ACTIVATION IN HARD X-RAY SELECTED MERGING AGN HOSTS
40.0,2011,BOETTCHER,TOO OBSERVATIONS OF A NEW TEV BLAZAR DETECTED BY VERITAS
25.0,2011,WORRALL,QUASAR JET KNOTS: AN UNDER-EXPLOITED TOOL FOR JET PHYSICS
100.0,2011,WILKES,THE ENVIRONMENTAL IMPACT OF THE HIGH-REDSHIFT (1.532) RADIO-LOUD QUASARS 3C270.1
100.0,2011,HLAVACEK-LARRONDO,RESOLVING THE COMPTON-THICK QUASAR IRAS F15307+3252 AND ITS GROWING HOST CLUSTER
90.0,2011,SHEMMER,EXPLORATORY X-RAY MONITORING OF Z>4 RADIO-QUIET QUASARS
30.0,2011,KAUFMANN,EXPLORING THE X-RAY - TEV CONNECTION IN BL LACS ON SHORT TIMESCALES
271.0,2011,PONTI,X-RAY MONITORING OF SGR A* DURING OUTBURST
25.0,2011,IWASAWA,X-RAY IMAGING HOT OUTFLOW IN ULIRG IRAS F00183-7111
200.0,2011,REEVES,HIGH SPECTRAL AND SPATIAL RESOLUTION CHANDRA SPECTROSCOPY OF NGC 1365
60.0,2011,RISALITI,DAWN OF A QUASAR: THE EXCEPTIONAL VARIABILITY OF IRAS 00397-1312
50.0,2011,LAL,INVERSE-COMPTON EMISSION FROM THE LOBES OF POWERFUL HIGH-REDSHIFT RADIO GALAXIES
86.0,2011,REINES,PROBING THE EARLY EVOLUTION OF GALAXIES AND MASSIVE BLACK HOLES WITH NEARBY STAR-FORMING DWARFS
77.4,2011,YOUNG,PROBING THE HIGH END OF THE QUASAR BLACK HOLE MASS FUNCTION
45.0,2011,HARRIS,TRY AGAIN TO LOCATE THE SITE OF TEV FLARING IN M87
400.0,2011,VEILLEUX,QUASAR FEEDBACK IN ACTION: THE WIDE-ANGLE WIND OF MRK 231
200.0,2011,COMERFORD,IDENTIFYING ANALOGS OF NGC 6240: GALAXIES WITH DUAL SUPERMASSIVE BLACK HOLES
300.0,2011,HARDCASTLE,VARIABILITY AND PARTICLE ACCELERATION IN THE JET OF PICTOR A
90.0,2011,DAI,ENERGY DEPENDENT MICROLENSING IN X-RAYS
10.0,2011,HARRIS,KEEPING TABS ON THE UNIQUE JET IN M87
114.0,2011,SCHAWINSKI,THE MOST ACCESSIBLE QUASAR FEEDING AND FEEDBACK LABORATORY
350.0,2011,EVANS,A DIRECT TEST OF AGN FEEDBACK IN LATE-TYPE GALAXIES: SPATIALLY RESOLVED HETG SPECTROSCOPY OF NGC 3393
93.0,2011,MORAN,BLACK HOLES AT THE CENTERS OF NEARBY DWARF GALAXIES
10.0,2011,MADEJSKI,CHANDRA TOO OBSERVATIONS OF FLARING FERMI BLAZARS
100.0,2011,LEHMER,INVESTIGATING THE COEVAL GROWTH OF SMBHS AND GALAXIES IN A Z = 2.23 OVERDENSE REGION
35.0,2011,BOTTACINI,CHANDRA OBSERVATIONS OF THE FAINTEST HARD X-RAY SOURCES IN THE SIX SURVEY
150.0,2011,MURRAY,XMM-XXL FOLLOW-UP
96.0,2011,MURRAY,CHARACTERIZING THE MOST MASSIVE CLUSTERS IN THE LOCAL UNIVERSE
70.0,2011,GARMIRE,ASSEMBLING A LARGE SAMPLE OF FOSSIL GROUPS
40.0,2011,MURRAY,MEASUREING THE PROPERTIES OF HIGH REDSHIFT CLUSTERS
100.0,2011,MURRAY,THE OUTSKIRTS OF ABELL 133
20.0,2011,MURRAY,4C73.18: CATCHING A BLACK HOLE AS IT TRANSITIONS FROM VERY BRIGHT TO VERY DIM
50.0,2011,MURRAY,CHANDRA EXTENDED CLUSTER COSMOLOGY SAMPLE
53.0,2011,MURRAY,CHANDRA OBSERVATIONS OF A SAMPLE OF HIGH REDSHIFT SZE GALAXY CLUSTERS
25.0,2011,PREDEHL,EXPLORING THE PHYSICAL LIMITS OF DEEP GALAXY CLUSTER SURVEYS IN X-RAYS - THE CASE OF XMMU J1532.2-0837 AT Z=1.36
7.5,2011,PREDEHL,ASTROPHYSICAL STUDY WITH A MERGING CLUSTER AT AN INTERMEDIATE REDSHIFT
125.0,2011,MULCHAEY,THE IMPACT OF BRIGHTEST CLUSTER GALAXY FORMATION ON THE INTRACLUSTER MEDIUM
150.0,2011,KRAFT,PARTICLE ACCELERATION AT A STRONG SHOCK - A DEEP CHANDRA OBSERVATION OF NGC 4552
20.0,2011,MAUGHAN,THE X-RAY SCALING RELATIONS OF LOW-MASS GALAXY CLUSTERS
150.0,2011,ALLEN,A CHANDRA STUDY OF THE LARGE-SCALE SHOCK FRONT IN ABELL 2219
150.0,2011,SIMIONESCU,IMAGING GAS CLUMPING IN THE OUTSKIRTS OF NEARBY CLUSTERS OF GALAXIES
500.0,2011,SANDERS,EXAMINING INCREDIBLE STRUCTURE IN THE CORE OF THE COMA CLUSTER
150.0,2011,DAVID,THE MERGING DOUBLE CLUSTER ABELL 1758
30.0,2011,GRANDI,ABELL 545 AN UNCOMMON MERGING CLUSTER WITH RADIO HALO AND CANDIDATE SHOCK
125.0,2011,JONES,"RXJ1347: STILL THE MOST X-RAY LUMINOUS CLUSTER IN THE UNIVERSE, BUT NO LONGER SO RELAXED"
216.0,2011,PONMAN,GAMA GROUPS AND COSMIC FEEDBACK
2000.0,2011,VIKHLININ,CHANDRA EXPLORATION OF THE COSMIC MELTING POT IN THE VIRIALIZATION REGION OF A RICH GALAXY CLUSTER
90.0,2011,HLAVACEK-LARRONDO,RXJ1532.9+3021: A COOL CORE CLUSTER OF GALAXIES WITH AN EXTREME BRIGHTEST CLUSTER GALAXY
70.0,2011,WEGNER,DARK AND LUMINOUS MATTER IN THE TWIN CLUSTERS OF ABELL 2465
163.0,2011,CASSANO,UNDERSTANDING THE CONNECTION BETWEEN RADIO HALOS AND CLUSTER MERGERS
60.0,2011,MILLER,TO THE OUTER LIMITS OF CLUSTERS WITH CHANDRA AND SUZAKU
310.0,2011,FORMAN,ABELL 115: IT TAKES TWO TO TANGO - THE INTERACTION OF RELATIVISTIC AND THERMAL PLASMA IN A MERGING SUBCLUSTER
245.0,2011,MAZZOTTA,A DETAILED CHANDRA/HST STUDY OF THE FIRST Z APPROX 1 CLUSTER BLINDLY DISCOVERED IN THE PLANCK ALL SKY SURVEY
200.0,2011,OGREAN,DIFFUSIVE SHOCK ACCELERATION IN A DOUBLE RADIO RELIC CLUSTER
20.0,2011,EDGE,THE MOST OVERLOOKED STRONG COOL CORE CLUSTER - RXCJ1350.3+0940
300.0,2011,HUGHES,CHANDRA OBSERVATIONS OF THE BRIGHTEST SUNYAEV-ZELDOVICH EFFECT CLUSTER
140.0,2011,MARKEVITCH,DIGGING FOR FOSSILS OF A DISRUPTED COOLING FLOW IN ABELL 401
150.0,2011,HICKS,EXPANDING THE FRONTIERS WITH CHANDRA: OBSERVATIONS OF THE MOST MASSIVE Z>0.6 CLUSTER OF GALAXIES KNOWN
100.0,2011,HUMPHREY,NO NEED FOR GAS CLUMPING AT THE VIRIAL RADIUS IN A GALAXY GROUP/CLUSTER?
2070.68,2011,BENSON,COSMOLOGY AND CLUSTER EVOLUTION FROM THE 80 MOST MASSIVE CLUSTERS IN 2000 DEG^2 FROM THE SOUTH POLE TELESCOPE SURVEY
68.0,2011,SUN,ONE OF THE MOST POWERFUL AGN OUTBURSTS IN AN ENIGMATIC CLUSTER ?
57.0,2011,GARMIRE,CHANDRA OBSERVATION OF THE MOST MASSIVE GALAXY CLUSTERS DETECTED IN THE SOUTH POLE TELESCOPE SURVEY
40.0,2011,MURRAY,RXJ1347-1145: THE MOST LUMINOUS CLUSTER IN THE UNIVERSE
10.0,2011,GARMIRE,COMPLETING X-RAY OBSERVATIONS OF THE 20 MOST MASSIVE CLUSTERS FROM THE SOUTH POLE TELESCOPE 2500 SQUARE-DEGREE SURVEY
150.0,2011,RANDALL,MEASURING THE TEMPERATURE STRUCTURE OF THE A3395/A3391 LARGE SCALE FILAMENT IN THE HOROLOGIUM SUPERCLUSTER
105.0,2011,LOPEZ,PROBING THE NATURE AND ROLE OF X-RAY EMISSION IN HII REGIONS WITH CHANDRA
55.0,2011,SU,JOINT CHANDRA/XMM-NEWTON OBSERVATION OF NGC1407/1400 COMPLEX
85.0,2011,AJELLO,"BAT, CHANDRA, NUSTAR AND THE ORIGIN OF THE COSMIC X-RAY BACKGROUND"
45.0,2011,LEVAN,THE DEMOGRAPHICS OF DARK GAMMA-RAY BURSTS
75.0,2011,SMITH,X-RAY HALO OF SMC X-1: A NEW VIEW ON A UNIQUE DUST POPULATION
36.0,2012,BERGER,THE TOPOLOGY OF MAGNETIC FIELDS AND CORONAE AT THE BOTTOM OF THE MAIN SEQUENCE
120.0,2012,TOWNSLEY,AN END IN FIRE: THE DEMISE OF A MASSIVE INFRARED DARK CLOUD
450.0,2012,HUENEMOERDER,WOLF-RAYET WINDS AT HIGH SPECTRAL RESOLUTION
50.0,2012,GETMAN,PORTRAIT OF A GIANT HII BUBBLE: STAR FORMATION PROCESSES IN THE CEPHEUS LOOP
5.0,2012,HOFNER,X-RAYS FROM THE MASSIVE PROTOSTAR IRAS 16562-3959
85.0,2012,SKINNER,COLLIDING WINDS IN THE ECLIPSING NEAR-CONTACT WOLF-RAYET BINARY CQ CEP
60.0,2012,SKINNER,HOT ON THE TRAIL OF THE RW AUR JET
75.0,2012,OSKINOVA,PARTICLE ACCELERATION IN THE BOW SHOCK AROUND ZETA OPH
65.0,2012,TAN,AN X-RAY CENSUS OF THE YOUNG STELLAR POPULATION IN INFRARED DARK CLOUDS
90.0,2012,WRIGHT,CAN MASSIVE STARS FORM IN ISOLATION?
100.0,2012,GUARCELLO,STAR FORMATION CLOSE TO THE MOST MASSIVE STARS IN OUR GALAXY: UNVEILING THE PMS MEMBERS OF PISMIS 11
30.0,2012,GUEDEL,THE FIRST FUOR IN EARLY X-RAY OUTBURST: HBC 722
76.0,2012,PALOMBARA,SEARCH FOR X-RAY EMISSION FROM A SAMPLE OF LUMINOUS O-TYPE SUBDWARFS
150.0,2012,GUARCELLO,"STAR FORMATION, DISK EVOLUTION AND CORONAL ACTIVITY AT LOW METALLICITY"
90.0,2012,PILLITTERI,FAST AND FURIOUS: X-RAYS AND UV FROM THE WASP-18 SYSTEM.
500.0,2012,CORCORAN,OCCULTATION MEASUREMENTS OF THE EMBEDDED WIND SHOCK DISTRIBUTION IN THE NEAREST ECLIPSING O-STAR BINARY
40.0,2012,LISSE,CHARACTERIZING THE X-RAY & STELLAR WIND ENVIRONMENT IN THE ~1 GYR LATE HEAVY BOMBARDMENT SYSTEM ETA CORVI
100.0,2012,PETIT,NGC 1624-2: THE O-TYPE STAR WITH THE STRONGEST MAGNETIC FIELD
50.0,2012,POOLEY,CATCHING AN FUOR IN THE ACT: CHANDRA TOO OBSERVATIONS OF EXTREME ACCRETION ONTO YOUNG STARS
670.0,2012,KASTNER,COMPACT AND DIFFUSE X-RAY SOURCES IN THE YOUNGEST PLANETARY NEBULAE
270.0,2012,LEYDER,STUDYING THE INTRIGUING X-RAY VARIABILITY OF HD 150136
150.0,2012,PRINCIPE,HEATING THE PRIMORDIAL SOUP: X-RAYING THE CIRCUMSTELLAR DISK OF T CHA
55.0,2012,WRIGHT,PROBING THE DYNAMO MECHANISM IN FULLY CONVECTIVE STARS
40.0,2012,GUINAN,X-RAY AND UV EMISSIONS OF CEPHEIDS: A SHOCKINGLY DIFFERENT PICTURE OF CEPHEID ATMOSPHERES EMERGING
100.0,2012,SMITH,AG DRA: HIGH-RESOLUTION SPECTRA OF THE BRIGHTEST SUPERSOFT SOURCE
10.0,2012,KILIC,EXTREMELY LOW-MASS WHITE DWARFS WITH NEUTRON STAR COMPANIONS
85.0,2012,STRADER,CANDIDATE BLACK HOLES IN A GALACTIC GLOBULAR CLUSTER
187.0,2012,JONKER,FOLLOWING A BLACK HOLE CANDIDATE X-RAY TRANSIENT TO QUIESCENCE
150.0,2012,WIJNANDS,CRUST COOLING OF ACCRETION HEATED NEUTRON STARS
45.0,2012,POOLEY,TRANSIENT LMXBS IN GLOBULAR CLUSTERS
4.0,2012,CHAKRABARTY,PRECISE LOCALIZATION OF TRANSIENT LOW-MASS X-RAY BINARIES
135.0,2012,DEGENAAR,OBSERVATIONS OF A COOLING NEUTRON STAR CRUST IN TERZAN 5
150.0,2012,CORBEL,X-RAY JETS IN MICROQUASARS
60.0,2012,GALLO,DEEP CHANDRA/EVLA OBSERVATIONS OF THE QUIESCENT BLACK HOLE X-RAY BINARY XTE J1118+480
80.0,2012,SOLERI,TOO OBSERVATIONS OF THE MICROQUASAR GRS 1915+105 IN QUIESCENCE
30.0,2012,GRENIER,TOO OBSERVATION OF A BRIGHT GALACTIC TRANSIENT DISCOVERED BY FERMI AND SWIFT
30.0,2012,MILLER,ACCRETION AND EJECTION IN A NEUTRON STAR TRANSIENT
80.0,2012,WIJNANDS,A SNAP-SHOT SURVEY OF GALATIC NEUTRON-STAR BE/X-RAY TRANSIENTS IN QUIESCENCE
25.0,2012,LOWELL,"USING CHANDRA TO DETERMINE WHETHER SAX J1750.8-2900 HARBORS THE HOTTEST, MOST LUMINOUS KNOWN NEUTRON STAR"
24.0,2012,POTTSCHMIDT,FILLING THE GAP IN UNDERSTANDING THE WIND STRUCTURE OF HDE 226868 /CYG X-1
22.0,2012,GOSNELL,A NEW INSIGHT INTO OPEN CLUSTER INTERNAL DYNAMICS AND NEUTRON STAR FORMATION
50.0,2012,SAKO,X-RAYING THE STELLAR WIND AND ATMOSPHERE OF VELA X-1
20.0,2012,REYNOLDS,SUB-ARCSECOND IMAGING OF THE MICROQUASAR SS 433
30.0,2012,BUXTON,ACTIVE QUIESCENCE IN THE BLACK HOLE BINARY SYSTEM A0620-00
80.0,2012,DURANT,MYSTERIOUS EXTENDED EMISSION NEAR THE GAMMA-RAY BINARY 1FLG J1018.6-5856
160.0,2012,KING,THE DISK-WIND-JET COUPLING IN BLACK HOLE CANDIDATE IGR J17091-3624
55.0,2012,POSSELT,AN X-RAY BINARY CANDIDATE WITH POTENTIAL EXTENDED EMISSION
45.0,2012,DEGENAAR,THE X-RAY AND UV SPECTRA OF THE QUIESCENT NEUTRON STAR X-RAY BINARY EXO 0748-676
1100.0,2012,ZEZAS,THE SMALL MAGELLANIC CLOUD - A CASE STUDY OF X-RAY POPULATIONS AT LOW METALLICITY
40.0,2012,HARRISON,"BROAD-BAND X-RAY STUDY OF ULTRALUMINOUS X-RAY SOURCES WITH CHANDRA, XMM-NEWTON AND NUSTAR"
1.0,2012,SMITH,CONFIRMING THE ASSOCIATION OF 1RXS~J180431.1-273932 WITH A GALACTIC BULGE GIANT
1400.0,2012,TRIGO,PROBING THE DISC WIND-JET CONNECTION IN BLACK HOLE TRANSIENTS WITH MULTIWAVELENGTH OBSERVATIONS
25.0,2012,WEISSKOPF,JOINT CHANDRA AND HST MONITORING AND STUDIES OF THE CRAB NEBULA
20.0,2012,SAKAMOTO,IDENTIFICATION OF THE HOST GALAXY OF SWIFT SHORT GRBS BY THE CHANDRA SUB-ARCSECOND POSITION
70.0,2012,WEISSKOPF,PRE-PLANNED TARGET OF OPPORTUNITY OBSERVATIONS OF THE CRAB NEBULA UPON THE OCCURRENCE OF A GAMMA-RAY FLARE
1300.0,2012,ROMANI,A LEGACY STUDY OF THE RELATIVISTIC SHOCKS OF PWNE
150.0,2012,BURROWS,CHANDRA CYCLE 14 SPATIAL AND SPECTRAL MONITORING OF SN 1987A
20.0,2012,DURANT,REVEALING PULSARS HIDDEN IN THE 2ND FERMI CATALOGUE
1955.0,2012,REA,PROMPT STUDY OF MAGNETAR OUTBURSTS WITH CHANDRA
50.0,2012,MARGUTTI,LATE-TIME X-RAYS TO EXTRACT THE TRUE ENERGY OF NEARBY GRBS
20.0,2012,SODERBERG,THE ENERGETICS AND ENVIRONMENTS OF TYPE IBC SUPERNOVAE
100.0,2012,POOLEY,INVESTIGATING THE EMISSION OF EXTRAORDINARILY LUMINOUS AND UNUSUAL SUPERNOVAE
33.0,2012,HALPERN,CONTINUING THE EPHEMERIS OF THE CCO PULSAR IN PUPPIS A
40.0,2012,POOLEY,CHANDRA OBSERVATIONS OF NEW X-RAY SUPERNOVAE
70.0,2012,TIENGO,MEASURING MAGNETAR DISTANCE FROM THE DUST ECHO OF A BRIGHT BURST
60.0,2012,NG,ENIGMATIC X-RAY EMISSION FROM A HIGH MAGNETIC FIELD PULSAR
89.5,2012,GOTTHELF,IS THE CCO ASSOCIATED WITH SNR G350.1-0.3 AN ANTI-MAGNETAR?
240.0,2012,BURROWS,SEARCH FOR JET BREAKS IN LONG GRB X-RAY AFTERGLOWS
150.0,2012,PATNAUDE,MULTICYCLE MONITORING OF THE YOUNG GALACTIC SUPERNOVA REMNANT CASSIOPEIA A
30.0,2012,NG,MAGNETARS IN QUIESCENCE: A KEY TO TEST THE 'GRAND UNIFICATION' OF NEUTRON STARS
50.0,2012,MILLER,"CHANDRA IMAGING OF A NEW, YOUNG, STRATIFIED SNR"
75.0,2012,PARKINSON,"SEARCH FOR X-RAY COUNTERPARTS OF POTENTIAL RADIO-QUIET GAMMA-RAY MSPS IN FERMI LAT SOURCES, USING CHANDRA"
120.0,2012,RACUSIN,CONSTRAINING THE ENERGETICS OF FERMI-LAT GRBS WITH CHANDRA
35.0,2012,KASPI,MEASURING COOLING CURVES FOLLOWING MAGNETAR OUTBURSTS
120.0,2012,PAVLOV,HESS J1809-193 AND PSR J1809-1917: TEV - X-RAY CONNECTION
57.0,2012,KARGALTSEV,CHESHIRE CAT'S GRIN
375.0,2012,SLANE,A DETAILED STUDY OF THE COMPOSITE SUPERNOVA REMNANT MSH 11-62
125.0,2012,MARELLI,SEARCHING FOR X-RAY COUNTERPARTS OF RADIO-QUIET FERMI PULSARS
400.0,2012,REYNOLDS,"G11.2-0.3: CORE-COLLAPSE SUPERNOVA PROGENITORS, COSMIC RAYS, AND PULSAR-WIND NEBULAE"
